rfp_id,item_id,item_name,item_category,voltage_rating,conductor_material,core_count,size_sqmm,insulation_type,sheath_type,temperature_rating,fire_resistance,armouring,standards_required,mandatory_specs,tolerance_allowed,spec_text_raw
RFP_2892,ITEM_2892,110kV XLPE Copper 1C 400sqmm Armoured Power Cable,Power Cable,110kV,Copper,1.0,400.0,XLPE,LSZH,90C,Non-FR,Yes,IEC 60840,core_count;size_sqmm,False,110kV 1C 400 sqmm Cu XLPE armoured cable as per IEC 60840
RFP_2893,ITEM_2893,LSZH 11kV EPR Aluminium 3C 70sqmm Armoured Power Cable,Power Cable,11kV,Aluminium,3.0,70.0,EPR,LSZH,90C,LSZH,Yes,IEC 60502-1,conductor_material;sheath_type,False,LSZH 11kV 3C 70 sqmm Al EPR armoured cable as per IEC 60502-1
RFP_2894,ITEM_2894,ZH 1.1kV PVC Aluminium 3.5C 6sqmm Armoured Power Cable,Power Cable,1.1kV,Aluminium,3.5,6.0,PVC,LSZH,70C,ZH,No,IS 1554,sheath_type;size_sqmm;standards_required;temperature_rating,False,ZH 1.1kV 3.5C 6 sqmm Al PVC armoured cable as per IS 1554
RFP_2895,ITEM_2895,FR 220kV XLPE Aluminium 1C 630sqmm Armoured Power Cable,Power Cable,220kV,Aluminium,1.0,630.0,XLPE,LSZH,90C,FR,Yes,IEC 62067,armouring;insulation_type;size_sqmm,True,FR 220kV 1C 630 sqmm Al XLPE armoured cable as per IEC 62067
RFP_2896,ITEM_2896,600V XLPE Aluminium 3C 4sqmm Armoured Power Cable,Power Cable,600V,Aluminium,3.0,4.0,XLPE,HDPE,90C,Non-FR,Yes,IS 694,core_count;fire_resistance;size_sqmm,True,600V 3C 4 sqmm Al XLPE armoured cable as per IS 694
RFP_2897,ITEM_2897,500V PVC Copper 6C 1sqmm Armoured Control Cable,Control Cable,500V,Copper,6.0,1.0,PVC,LSZH,70C,Non-FR,Yes,IEC 60502-1,size_sqmm;voltage_rating,False,500V 6C 1 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_2898,ITEM_2898,FR 440V PVC Copper 2C 16sqmm Armoured Flexible Cable,Flexible Cable,440V,Copper,2.0,16.0,PVC,PVC,70C,FR,No,IS 694,voltage_rating,False,FR 440V 2C 16 sqmm Cu PVC armoured cable as per IS 694
RFP_2899,ITEM_2899,FR 500V XLPE Copper 24C 0.75sqmm Armoured Instrumentation Cable,Instrumentation Cable,500V,Copper,24.0,0.75,XLPE,HDPE,90C,FR,No,BS 5308-1,conductor_material;insulation_type;voltage_rating,False,FR 500V 24C 0.75 sqmm Cu XLPE armoured cable as per BS 5308-1
RFP_2900,ITEM_2900,LSZH 1.1kV XLPE Copper 24C 4sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,24.0,4.0,XLPE,PVC,90C,LSZH,No,IS 1554,armouring,False,LSZH 1.1kV 24C 4 sqmm Cu XLPE armoured cable as per IS 1554
RFP_2901,ITEM_2901,FRLS 1.1kV XLPE Copper 10C 4sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,10.0,4.0,XLPE,PVC,90C,FRLS,No,IEC 60502-1,armouring;insulation_type;size_sqmm;standards_required,False,FRLS 1.1kV 10C 4 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_2902,ITEM_2902,FRLS 500V XLPE Copper 5C 6sqmm Armoured Control Cable,Control Cable,500V,Copper,5.0,6.0,XLPE,HDPE,90C,FRLS,No,IEC 60502-1,armouring;core_count;temperature_rating,False,FRLS 500V 5C 6 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_2903,ITEM_2903,110kV XLPE Aluminium 1C 630sqmm Armoured Power Cable,Power Cable,110kV,Aluminium,1.0,630.0,XLPE,LSZH,90C,Non-FR,Yes,IEC 60840,fire_resistance;standards_required,True,110kV 1C 630 sqmm Al XLPE armoured cable as per IEC 60840
RFP_2904,ITEM_2904,FR 440V PVC Copper 7C 1.5sqmm Armoured Control Cable,Control Cable,440V,Copper,7.0,1.5,PVC,LSZH,70C,FR,No,IS 1554,insulation_type;temperature_rating,False,FR 440V 7C 1.5 sqmm Cu PVC armoured cable as per IS 1554
RFP_2905,ITEM_2905,LSZH 1.1kV XLPE Copper 3C 0.75sqmm Armoured Flexible Cable,Flexible Cable,1.1kV,Copper,3.0,0.75,XLPE,PVC,90C,LSZH,No,IEC 60502-1,core_count;insulation_type,False,LSZH 1.1kV 3C 0.75 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_2906,ITEM_2906,11kV EPR Copper 3C 50sqmm Armoured Power Cable,Power Cable,11kV,Copper,3.0,50.0,EPR,LSZH,90C,Non-FR,Yes,IEC 60502-1,armouring;conductor_material;core_count;voltage_rating,False,11kV 3C 50 sqmm Cu EPR armoured cable as per IEC 60502-1
RFP_2907,ITEM_2907,LSZH 440V XLPE Copper 4C 6sqmm Armoured Control Cable,Control Cable,440V,Copper,4.0,6.0,XLPE,HDPE,90C,LSZH,No,IS 694,core_count;sheath_type;voltage_rating,True,LSZH 440V 4C 6 sqmm Cu XLPE armoured cable as per IS 694
RFP_2908,ITEM_2908,LSZH 500V XLPE Copper 5C 1sqmm Armoured Control Cable,Control Cable,500V,Copper,5.0,1.0,XLPE,LSZH,90C,LSZH,No,IEC 60502-1,armouring,False,LSZH 500V 5C 1 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_2909,ITEM_2909,LSZH 110kV XLPE Copper 1C 185sqmm Armoured Power Cable,Power Cable,110kV,Copper,1.0,185.0,XLPE,HDPE,90C,LSZH,Yes,IEC 60840,conductor_material;fire_resistance;temperature_rating,True,LSZH 110kV 1C 185 sqmm Cu XLPE armoured cable as per IEC 60840
RFP_2910,ITEM_2910,FRLS 1.1kV PVC Copper 6C 2.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,1.1kV,Copper,6.0,2.5,PVC,HDPE,70C,FRLS,Yes,IS 1554,size_sqmm;voltage_rating,True,FRLS 1.1kV 6C 2.5 sqmm Cu PVC armoured cable as per IS 1554
RFP_2911,ITEM_2911,FR 1.1kV XLPE Copper 2C 1sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,2.0,1.0,XLPE,PVC,90C,FR,No,IS 1554,sheath_type,True,FR 1.1kV 2C 1 sqmm Cu XLPE armoured cable as per IS 1554
RFP_2912,ITEM_2912,ZH 1.1kV XLPE Copper 3C 4sqmm Armoured Power Cable,Power Cable,1.1kV,Copper,3.0,4.0,XLPE,LSZH,90C,ZH,Yes,IEC 60502-1,conductor_material;size_sqmm,False,ZH 1.1kV 3C 4 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_2913,ITEM_2913,FRLS 1.1kV XLPE Aluminium 2C 300sqmm Armoured Power Cable,Power Cable,1.1kV,Aluminium,2.0,300.0,XLPE,PVC,90C,FRLS,Yes,BS 5467,core_count;standards_required;voltage_rating,True,FRLS 1.1kV 2C 300 sqmm Al XLPE armoured cable as per BS 5467
RFP_2914,ITEM_2914,FRLS 500V PVC Copper 24C 1.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,500V,Copper,24.0,1.5,PVC,HDPE,70C,FRLS,Yes,BS 5308-1,conductor_material,False,FRLS 500V 24C 1.5 sqmm Cu PVC armoured cable as per BS 5308-1
RFP_2915,ITEM_2915,FR 440V PVC Copper 27C 4sqmm Armoured Control Cable,Control Cable,440V,Copper,27.0,4.0,PVC,PVC,70C,FR,No,IS 694,armouring;core_count;insulation_type,False,FR 440V 27C 4 sqmm Cu PVC armoured cable as per IS 694
RFP_2916,ITEM_2916,Fire Survival 440V Mineral (MI) Copper 3C 2.5sqmm Armoured Fire Survival Cable,Fire Survival Cable,440V,Copper,3.0,2.5,Mineral (MI),HDPE,105C,Fire Survival,No,BS 6387,armouring;conductor_material;temperature_rating,False,Fire Survival 440V 3C 2.5 sqmm Cu Mineral (MI) armoured cable as per BS 6387
RFP_2917,ITEM_2917,Fire Survival 1.1kV XLPE Copper 4C 4sqmm Armoured Fire Survival Cable,Fire Survival Cable,1.1kV,Copper,4.0,4.0,XLPE,LSZH,90C,Fire Survival,Yes,IEC 60331,insulation_type,True,Fire Survival 1.1kV 4C 4 sqmm Cu XLPE armoured cable as per IEC 60331
RFP_2918,ITEM_2918,ZH 1.1kV EPR Copper 2C 500sqmm Armoured Power Cable,Power Cable,1.1kV,Copper,2.0,500.0,EPR,LSZH,90C,ZH,Yes,BS 5467,size_sqmm,True,ZH 1.1kV 2C 500 sqmm Cu EPR armoured cable as per BS 5467
RFP_2919,ITEM_2919,FRLS 11kV XLPE Aluminium 1C 120sqmm Armoured Power Cable,Power Cable,11kV,Aluminium,1.0,120.0,XLPE,LSZH,90C,FRLS,Yes,IS 7098-1,sheath_type;size_sqmm,True,FRLS 11kV 1C 120 sqmm Al XLPE armoured cable as per IS 7098-1
RFP_2920,ITEM_2920,FRLS 500V XLPE Copper 1C 0.75sqmm Armoured Instrumentation Cable,Instrumentation Cable,500V,Copper,1.0,0.75,XLPE,PVC,90C,FRLS,No,BS 5308-1,conductor_material,False,FRLS 500V 1C 0.75 sqmm Cu XLPE armoured cable as per BS 5308-1
RFP_2921,ITEM_2921,FR 500V XLPE Copper 30C 6sqmm Armoured Control Cable,Control Cable,500V,Copper,30.0,6.0,XLPE,PVC,90C,FR,No,IS 1554,conductor_material;fire_resistance;sheath_type;voltage_rating,True,FR 500V 30C 6 sqmm Cu XLPE armoured cable as per IS 1554
RFP_2922,ITEM_2922,440V PVC Copper 30C 4sqmm Armoured Control Cable,Control Cable,440V,Copper,30.0,4.0,PVC,HDPE,70C,Non-FR,No,IS 1554,standards_required;voltage_rating,True,440V 30C 4 sqmm Cu PVC armoured cable as per IS 1554
RFP_2923,ITEM_2923,FR 6.6kV XLPE Aluminium 3C 95sqmm Armoured Power Cable,Power Cable,6.6kV,Aluminium,3.0,95.0,XLPE,PVC,90C,FR,No,IEC 60502-1,size_sqmm;voltage_rating,False,FR 6.6kV 3C 95 sqmm Al XLPE armoured cable as per IEC 60502-1
RFP_2924,ITEM_2924,FRLS 1.1kV XLPE Copper 5C 2.5sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,5.0,2.5,XLPE,LSZH,90C,FRLS,No,BS 5308,sheath_type,True,FRLS 1.1kV 5C 2.5 sqmm Cu XLPE armoured cable as per BS 5308
RFP_2925,ITEM_2925,33kV XLPE Copper 1C 185sqmm Armoured Power Cable,Power Cable,33kV,Copper,1.0,185.0,XLPE,HDPE,90C,Non-FR,No,IS 7098-2,armouring,False,33kV 1C 185 sqmm Cu XLPE armoured cable as per IS 7098-2
RFP_2926,ITEM_2926,FR 1.1kV XLPE Copper 10C 4sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,10.0,4.0,XLPE,LSZH,90C,FR,Yes,IEC 60502-1,armouring;fire_resistance;temperature_rating,True,FR 1.1kV 10C 4 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_2927,ITEM_2927,LSZH 300V XLPE Copper 12C 1.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,12.0,1.5,XLPE,PVC,90C,LSZH,Yes,IEC 60502-1,armouring;core_count;sheath_type,False,LSZH 300V 12C 1.5 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_2928,ITEM_2928,1.1kV XLPE Copper 16C 0.75sqmm Armoured Instrumentation Cable,Instrumentation Cable,1.1kV,Copper,16.0,0.75,XLPE,HDPE,90C,Non-FR,No,IS 1554,armouring;core_count;insulation_type;size_sqmm,True,1.1kV 16C 0.75 sqmm Cu XLPE armoured cable as per IS 1554
RFP_2929,ITEM_2929,FRLS 132kV XLPE Copper 1C 630sqmm Armoured Power Cable,Power Cable,132kV,Copper,1.0,630.0,XLPE,HDPE,90C,FRLS,Yes,IEC 60840,core_count,False,FRLS 132kV 1C 630 sqmm Cu XLPE armoured cable as per IEC 60840
RFP_2930,ITEM_2930,1.1kV PVC Copper 4C 4sqmm Armoured Power Cable,Power Cable,1.1kV,Copper,4.0,4.0,PVC,PVC,70C,Non-FR,Yes,BS 5467,insulation_type;voltage_rating,False,1.1kV 4C 4 sqmm Cu PVC armoured cable as per BS 5467
RFP_2931,ITEM_2931,LSZH 500V PVC Aluminium 1C 300sqmm Armoured Power Cable,Power Cable,500V,Aluminium,1.0,300.0,PVC,PVC,70C,LSZH,Yes,IEC 60502-1,armouring;insulation_type;sheath_type;temperature_rating,False,LSZH 500V 1C 300 sqmm Al PVC armoured cable as per IEC 60502-1
RFP_2932,ITEM_2932,FRLS 440V XLPE Copper 4C 1sqmm Armoured Control Cable,Control Cable,440V,Copper,4.0,1.0,XLPE,LSZH,90C,FRLS,No,IS 1554,insulation_type,False,FRLS 440V 4C 1 sqmm Cu XLPE armoured cable as per IS 1554
RFP_2933,ITEM_2933,FRLS 110kV XLPE Copper 1C 185sqmm Armoured Power Cable,Power Cable,110kV,Copper,1.0,185.0,XLPE,LSZH,90C,FRLS,Yes,IEC 60840,fire_resistance;standards_required;temperature_rating,False,FRLS 110kV 1C 185 sqmm Cu XLPE armoured cable as per IEC 60840
RFP_2934,ITEM_2934,FRLS 1.1kV XLPE Copper 14C 2.5sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,14.0,2.5,XLPE,PVC,90C,FRLS,No,IS 1554,conductor_material;core_count;size_sqmm;voltage_rating,False,FRLS 1.1kV 14C 2.5 sqmm Cu XLPE armoured cable as per IS 1554
RFP_2935,ITEM_2935,ZH 500V PVC Copper 2C 10sqmm Armoured Power Cable,Power Cable,500V,Copper,2.0,10.0,PVC,PVC,70C,ZH,Yes,IS 1554,core_count;insulation_type;sheath_type,False,ZH 500V 2C 10 sqmm Cu PVC armoured cable as per IS 1554
RFP_2936,ITEM_2936,FR 1.1kV XLPE Copper 7C 1.5sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,7.0,1.5,XLPE,PVC,90C,FR,Yes,IEC 60502-1,insulation_type;size_sqmm;standards_required,False,FR 1.1kV 7C 1.5 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_2937,ITEM_2937,500V PVC Copper 10C 6sqmm Armoured Control Cable,Control Cable,500V,Copper,10.0,6.0,PVC,PVC,70C,Non-FR,Yes,IEC 60502-1,core_count;sheath_type,False,500V 10C 6 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_2938,ITEM_2938,FR 440V PVC Copper 2C 2.5sqmm Armoured Control Cable,Control Cable,440V,Copper,2.0,2.5,PVC,HDPE,70C,FR,No,IS 1554,core_count;insulation_type;standards_required;temperature_rating,False,FR 440V 2C 2.5 sqmm Cu PVC armoured cable as per IS 1554
RFP_2939,ITEM_2939,LSZH 3.3kV EPR Aluminium 1C 120sqmm Armoured Power Cable,Power Cable,3.3kV,Aluminium,1.0,120.0,EPR,LSZH,90C,LSZH,Yes,IS 7098-1,conductor_material;core_count;size_sqmm,False,LSZH 3.3kV 1C 120 sqmm Al EPR armoured cable as per IS 7098-1
RFP_2940,ITEM_2940,FR 500V PVC Copper 4C 0.75sqmm Armoured Instrumentation Cable,Instrumentation Cable,500V,Copper,4.0,0.75,PVC,LSZH,70C,FR,No,BS 5308-1,core_count;insulation_type,True,FR 500V 4C 0.75 sqmm Cu PVC armoured cable as per BS 5308-1
RFP_2941,ITEM_2941,Fire Survival 1.1kV Mineral (MI) Copper 4C 25sqmm Armoured Fire Survival Cable,Fire Survival Cable,1.1kV,Copper,4.0,25.0,Mineral (MI),LSZH,105C,Fire Survival,Yes,IEC 60331,conductor_material;insulation_type;voltage_rating,False,Fire Survival 1.1kV 4C 25 sqmm Cu Mineral (MI) armoured cable as per IEC 60331
RFP_2942,ITEM_2942,440V XLPE Copper 3C 2.5sqmm Armoured Flexible Cable,Flexible Cable,440V,Copper,3.0,2.5,XLPE,PVC,90C,Non-FR,No,IS 9968,armouring;core_count;size_sqmm;temperature_rating,False,440V 3C 2.5 sqmm Cu XLPE armoured cable as per IS 9968
RFP_2943,ITEM_2943,LSZH 1.1kV PVC Copper 10C 2.5sqmm Armoured Control Cable,Control Cable,1.1kV,Copper,10.0,2.5,PVC,LSZH,70C,LSZH,Yes,IS 1554,conductor_material;sheath_type;standards_required,False,LSZH 1.1kV 10C 2.5 sqmm Cu PVC armoured cable as per IS 1554
RFP_2944,ITEM_2944,FR 1.1kV PVC Copper 3C 4sqmm Armoured Flexible Cable,Flexible Cable,1.1kV,Copper,3.0,4.0,PVC,PVC,70C,FR,No,IS 9968,conductor_material,False,FR 1.1kV 3C 4 sqmm Cu PVC armoured cable as per IS 9968
RFP_2945,ITEM_2945,FR 66kV XLPE Aluminium 1C 1000sqmm Armoured Power Cable,Power Cable,66kV,Aluminium,1.0,1000.0,XLPE,HDPE,90C,FR,Yes,IS 7098-3,insulation_type;size_sqmm;temperature_rating,True,FR 66kV 1C 1000 sqmm Al XLPE armoured cable as per IS 7098-3
RFP_2946,ITEM_2946,500V PVC Copper 3C 6sqmm Armoured Control Cable,Control Cable,500V,Copper,3.0,6.0,PVC,LSZH,70C,Non-FR,Yes,IS 1554,insulation_type;sheath_type;size_sqmm;standards_required,False,500V 3C 6 sqmm Cu PVC armoured cable as per IS 1554
RFP_2947,ITEM_2947,66kV XLPE Aluminium 1C 1000sqmm Armoured Power Cable,Power Cable,66kV,Aluminium,1.0,1000.0,XLPE,HDPE,90C,Non-FR,Yes,IEC 60840,armouring;conductor_material;sheath_type;standards_required,True,66kV 1C 1000 sqmm Al XLPE armoured cable as per IEC 60840
RFP_2948,ITEM_2948,LSZH 6.6kV XLPE Aluminium 1C 70sqmm Armoured Power Cable,Power Cable,6.6kV,Aluminium,1.0,70.0,XLPE,LSZH,90C,LSZH,Yes,IEC 60502-1,core_count;voltage_rating,False,LSZH 6.6kV 1C 70 sqmm Al XLPE armoured cable as per IEC 60502-1
RFP_2949,ITEM_2949,Fire Survival 1.1kV XLPE Copper 2C 120sqmm Armoured Fire Survival Cable,Fire Survival Cable,1.1kV,Copper,2.0,120.0,XLPE,LSZH,90C,Fire Survival,Yes,BS 6387,size_sqmm,False,Fire Survival 1.1kV 2C 120 sqmm Cu XLPE armoured cable as per BS 6387
RFP_2950,ITEM_2950,500V PVC Copper 16C 6sqmm Armoured Control Cable,Control Cable,500V,Copper,16.0,6.0,PVC,PVC,70C,Non-FR,No,IEC 60502-1,conductor_material;core_count;voltage_rating,False,500V 16C 6 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_2951,ITEM_2951,FRLS 1.1kV PVC Copper 12C 2.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,1.1kV,Copper,12.0,2.5,PVC,LSZH,70C,FRLS,Yes,IS 1554,armouring;core_count;fire_resistance;insulation_type,True,FRLS 1.1kV 12C 2.5 sqmm Cu PVC armoured cable as per IS 1554
RFP_2952,ITEM_2952,FRLS 440V PVC Copper 5C 16sqmm Armoured Flexible Cable,Flexible Cable,440V,Copper,5.0,16.0,PVC,LSZH,70C,FRLS,No,IEC 60245,conductor_material;temperature_rating;voltage_rating,False,FRLS 440V 5C 16 sqmm Cu PVC armoured cable as per IEC 60245
RFP_2953,ITEM_2953,LSZH 500V PVC Copper 30C 1sqmm Armoured Control Cable,Control Cable,500V,Copper,30.0,1.0,PVC,PVC,70C,LSZH,Yes,IS 1554,conductor_material;core_count,False,LSZH 500V 30C 1 sqmm Cu PVC armoured cable as per IS 1554
RFP_2954,ITEM_2954,FR 3.3kV XLPE Aluminium 3C 95sqmm Armoured Power Cable,Power Cable,3.3kV,Aluminium,3.0,95.0,XLPE,PVC,90C,FR,Yes,IS 7098-1,armouring;voltage_rating,False,FR 3.3kV 3C 95 sqmm Al XLPE armoured cable as per IS 7098-1
RFP_2955,ITEM_2955,LSZH 500V PVC Copper 1C 6sqmm Armoured Flexible Cable,Flexible Cable,500V,Copper,1.0,6.0,PVC,LSZH,70C,LSZH,No,IS 694,conductor_material;fire_resistance;insulation_type;standards_required,True,LSZH 500V 1C 6 sqmm Cu PVC armoured cable as per IS 694
RFP_2956,ITEM_2956,Fire Survival 1.1kV XLPE Copper 3C 10sqmm Armoured Fire Survival Cable,Fire Survival Cable,1.1kV,Copper,3.0,10.0,XLPE,HDPE,90C,Fire Survival,Yes,IEC 60331,core_count;fire_resistance;temperature_rating;voltage_rating,False,Fire Survival 1.1kV 3C 10 sqmm Cu XLPE armoured cable as per IEC 60331
RFP_2957,ITEM_2957,ZH 132kV XLPE Aluminium 1C 630sqmm Armoured Power Cable,Power Cable,132kV,Aluminium,1.0,630.0,XLPE,LSZH,90C,ZH,Yes,IEC 60840,fire_resistance;sheath_type;standards_required,False,ZH 132kV 1C 630 sqmm Al XLPE armoured cable as per IEC 60840
RFP_2958,ITEM_2958,500V PVC Copper 7C 1sqmm Armoured Control Cable,Control Cable,500V,Copper,7.0,1.0,PVC,LSZH,70C,Non-FR,No,IS 1554,armouring;core_count;fire_resistance;standards_required,False,500V 7C 1 sqmm Cu PVC armoured cable as per IS 1554
RFP_2959,ITEM_2959,FR 500V XLPE Copper 7C 1sqmm Armoured Control Cable,Control Cable,500V,Copper,7.0,1.0,XLPE,HDPE,90C,FR,No,IS 1554,armouring;conductor_material;sheath_type,True,FR 500V 7C 1 sqmm Cu XLPE armoured cable as per IS 1554
RFP_2960,ITEM_2960,FR 1.1kV XLPE Copper 12C 1sqmm Armoured Instrumentation Cable,Instrumentation Cable,1.1kV,Copper,12.0,1.0,XLPE,HDPE,90C,FR,Yes,IEC 60502-1,armouring;standards_required;temperature_rating,False,FR 1.1kV 12C 1 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_2961,ITEM_2961,300V PVC Copper 8C 1sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,8.0,1.0,PVC,PVC,70C,Non-FR,No,IEC 60502-1,conductor_material;sheath_type;size_sqmm;voltage_rating,True,300V 8C 1 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_2962,ITEM_2962,3.3kV XLPE Copper 3C 95sqmm Armoured Power Cable,Power Cable,3.3kV,Copper,3.0,95.0,XLPE,PVC,90C,Non-FR,Yes,IEC 60502-1,size_sqmm,False,3.3kV 3C 95 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_2963,ITEM_2963,FR 3.3kV XLPE Copper 3C 185sqmm Armoured Power Cable,Power Cable,3.3kV,Copper,3.0,185.0,XLPE,HDPE,90C,FR,Yes,IEC 60502-1,core_count;insulation_type,False,FR 3.3kV 3C 185 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_2964,ITEM_2964,LSZH 300V PVC Copper 12C 1.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,12.0,1.5,PVC,LSZH,70C,LSZH,Yes,IEC 60502-1,fire_resistance;insulation_type,False,LSZH 300V 12C 1.5 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_2965,ITEM_2965,FR 1.1kV PVC Copper 1C 6sqmm Armoured Flexible Cable,Flexible Cable,1.1kV,Copper,1.0,6.0,PVC,PVC,70C,FR,No,IS 9968,armouring;insulation_type;temperature_rating,False,FR 1.1kV 1C 6 sqmm Cu PVC armoured cable as per IS 9968
RFP_2966,ITEM_2966,FR 300V XLPE Copper 10C 1.5sqmm Armoured Instrumentation Cable,Instrumentation Cable,300V,Copper,10.0,1.5,XLPE,LSZH,90C,FR,No,IEC 60502-1,insulation_type;standards_required,False,FR 300V 10C 1.5 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_2967,ITEM_2967,500V PVC Copper 24C 0.75sqmm Armoured Instrumentation Cable,Instrumentation Cable,500V,Copper,24.0,0.75,PVC,LSZH,70C,Non-FR,No,IEC 60502-1,size_sqmm,True,500V 24C 0.75 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_2968,ITEM_2968,FRLS 1.1kV PVC Copper 4C 0.75sqmm Armoured Flexible Cable,Flexible Cable,1.1kV,Copper,4.0,0.75,PVC,PVC,70C,FRLS,No,IEC 60502-1,conductor_material;sheath_type;standards_required,True,FRLS 1.1kV 4C 0.75 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_2969,ITEM_2969,FR 11kV EPR Aluminium 3C 120sqmm Armoured Power Cable,Power Cable,11kV,Aluminium,3.0,120.0,EPR,LSZH,90C,FR,Yes,IEC 60502-1,conductor_material;core_count;sheath_type;temperature_rating,False,FR 11kV 3C 120 sqmm Al EPR armoured cable as per IEC 60502-1
RFP_2970,ITEM_2970,FRLS 500V PVC Aluminium 1C 16sqmm Armoured Power Cable,Power Cable,500V,Aluminium,1.0,16.0,PVC,LSZH,70C,FRLS,Yes,IS 694,size_sqmm;temperature_rating;voltage_rating,True,FRLS 500V 1C 16 sqmm Al PVC armoured cable as per IS 694
RFP_2971,ITEM_2971,LSZH 11kV XLPE Aluminium 3C 400sqmm Armoured Power Cable,Power Cable,11kV,Aluminium,3.0,400.0,XLPE,PVC,90C,LSZH,Yes,IS 7098-1,sheath_type;temperature_rating,False,LSZH 11kV 3C 400 sqmm Al XLPE armoured cable as per IS 7098-1
RFP_2972,ITEM_2972,440V PVC Copper 1C 25sqmm Armoured Flexible Cable,Flexible Cable,440V,Copper,1.0,25.0,PVC,PVC,70C,Non-FR,No,IEC 60245,fire_resistance,True,440V 1C 25 sqmm Cu PVC armoured cable as per IEC 60245
RFP_2973,ITEM_2973,FRLS 500V PVC Copper 2C 2.5sqmm Armoured Flexible Cable,Flexible Cable,500V,Copper,2.0,2.5,PVC,LSZH,70C,FRLS,No,IS 694,conductor_material;insulation_type;standards_required,True,FRLS 500V 2C 2.5 sqmm Cu PVC armoured cable as per IS 694
RFP_2974,ITEM_2974,FR 500V PVC Copper 16C 1sqmm Armoured Control Cable,Control Cable,500V,Copper,16.0,1.0,PVC,PVC,70C,FR,No,IS 1554,armouring;fire_resistance,False,FR 500V 16C 1 sqmm Cu PVC armoured cable as per IS 1554
RFP_2975,ITEM_2975,LSZH 600V XLPE Copper 3.5C 185sqmm Armoured Power Cable,Power Cable,600V,Copper,3.5,185.0,XLPE,HDPE,90C,LSZH,No,IS 694,core_count;fire_resistance;size_sqmm;temperature_rating,False,LSZH 600V 3.5C 185 sqmm Cu XLPE armoured cable as per IS 694
RFP_2976,ITEM_2976,FR 500V XLPE Copper 14C 2.5sqmm Armoured Control Cable,Control Cable,500V,Copper,14.0,2.5,XLPE,LSZH,90C,FR,Yes,IEC 60502-1,standards_required,False,FR 500V 14C 2.5 sqmm Cu XLPE armoured cable as per IEC 60502-1
RFP_2977,ITEM_2977,FRLS 1.1kV PVC Copper 1C 6sqmm Armoured Flexible Cable,Flexible Cable,1.1kV,Copper,1.0,6.0,PVC,PVC,70C,FRLS,No,IS 9968,core_count;temperature_rating,False,FRLS 1.1kV 1C 6 sqmm Cu PVC armoured cable as per IS 9968
RFP_2978,ITEM_2978,FRLS 1.1kV XLPE Copper 2C 25sqmm Armoured Power Cable,Power Cable,1.1kV,Copper,2.0,25.0,XLPE,PVC,90C,FRLS,Yes,IS 1554,conductor_material;insulation_type;sheath_type,False,FRLS 1.1kV 2C 25 sqmm Cu XLPE armoured cable as per IS 1554
RFP_2979,ITEM_2979,FRLS 1.1kV PVC Copper 12C 0.75sqmm Armoured Instrumentation Cable,Instrumentation Cable,1.1kV,Copper,12.0,0.75,PVC,LSZH,70C,FRLS,Yes,IEC 60502-1,temperature_rating;voltage_rating,False,FRLS 1.1kV 12C 0.75 sqmm Cu PVC armoured cable as per IEC 60502-1
RFP_2980,ITEM_2980,LSZH 440V PVC Copper 19C 1sqmm Armoured Control Cable,Control Cable,440V,Copper,19.0,1.0,PVC,HDPE,70C,LSZH,No,IS 694,conductor_material;core_count;size_sqmm;temperature_rating,False,LSZH 440V 19C 1 sqmm Cu PVC armoured cable as per IS 694
